commit,committed_utc,author_date,elapsed_hours,in_research_window,subject
3631aed1291afc3cd91a4fea226845ef320fff39,2026-09-12T05:04:29+00:00,2026-09-12T05:04:29+00:00,32.12861111111111,True,Record finite affine obstruction to a prime-product shortcut for 14.97
f951b2673bd507612f82f3bff2eb0ff50bc4825f,2026-09-12T07:46:09+00:00,2026-09-12T07:46:09+00:00,34.823055555555555,True,Exclude order 1536 with every kernel pair independently certified; raise lower bound to 3072
e664720222ae738eb58c621166034ca7a2c6dc30,2026-09-12T07:58:47+00:00,2026-09-12T07:58:47+00:00,35.033611111111114,True,Audit all G2 F9 carpets and independent matrix controls
c986b8f03c5b4c8445da9aecbb383e94fcf851a1,2026-09-12T08:01:08+00:00,2026-09-12T08:01:08+00:00,35.07277777777778,True,Compute G2 Z9 carpets by verified congruence kernels
828cce1b58b15a46a952d438b860724d84c5ab6c,2026-09-12T08:05:07+00:00,2026-09-12T08:05:07+00:00,35.13916666666667,True,Audit all G2 Z9 carpets with exact matrix kernels
85251bd7e57e45d4ab0db5e0aac679f97bf15858,2026-09-12T08:17:22+00:00,2026-09-12T08:17:22+00:00,35.343333333333334,True,Audit finite derived carpets and source definitions for 19.62
374ef5dc386ddf30633df381c87a7a1d021f7388,2026-09-12T08:25:50+00:00,2026-09-12T08:25:50+00:00,35.48444444444444,True,Certify derived G2 carpet closedness over arbitrary rings
c0ec68ae9ea600596e06dc7e89fa9f2f65345611,2026-09-12T08:39:35+00:00,2026-09-12T08:39:35+00:00,35.71361111111111,True,Certify all remaining rank-four derived-carpet targets
d205de8472094549a9e8ee28d7653db1eba4dadb,2026-09-12T08:49:47+00:00,2026-09-12T08:49:47+00:00,35.88361111111111,True,Prove candidate 19.62 in every root type with audited integer certificates
43d51dde80034eed2c09565eadf875160a1549a7,2026-09-12T09:01:25+00:00,2026-09-12T09:01:25+00:00,36.0775,True,Shorten 19.62 to a stronger rank-two theorem and nineteen explicit derivations
18a031c65bfdefff40eb184a637f8eb7cfbc8205,2026-09-12T09:12:22+00:00,2026-09-12T09:12:22+00:00,36.26,True,Prove candidate 19.61 by square completion with unchanged derived carpet
3b5ff221c70f4439fc5c417526d64dbc57d42d5e,2026-09-12T09:14:03+00:00,2026-09-12T09:14:03+00:00,36.28805555555556,True,Record next carpet-closedness lead and the unresolved rank-one extraction step
ee0a1959c7d4ab9cfab1a3d4835d9642d71cb6ce,2026-09-12T09:24:05+00:00,2026-09-12T09:24:05+00:00,36.45527777777778,True,Audit omitted-root-pair lemma and record the remaining 15.46 obstruction
7675cf3ae6b9e4b99adfa19b8ccede24c218250b,2026-09-12T09:24:18+00:00,2026-09-12T09:24:18+00:00,36.458888888888886,True,"Retain the hash-bound 2019 source PDF, article text and theorem image"
c3216db8aab4ad79b8a76c4a1242421070c36979,2026-09-12T09:41:55+00:00,2026-09-12T09:41:55+00:00,36.7525,True,Develop two constructions for 21.76 and verify finite and polynomial controls
f9fb916c02ff4eb20e66ea890eacf3827e8b9743,2026-09-12T09:46:21+00:00,2026-09-12T09:46:21+00:00,36.826388888888886,True,Audit and freeze the affirmative candidate for 21.76 in every odd characteristic
782bf08ab4f4e52c6da645679214b2bb098ff17a,2026-09-12T09:55:14+00:00,2026-09-12T09:55:14+00:00,36.974444444444444,True,Audit the prior answer to 19.48 and retain an explicit quadratic counterexample
7a277963e9faedd15d0666a1a11287e6533df739,2026-09-12T09:55:25+00:00,2026-09-12T09:55:25+00:00,36.9775,True,Record the latest live n7 verification progress
71ed974eb4939acdb2167f312e1fa85d6000f44c,2026-09-12T10:12:52+00:00,2026-09-12T10:12:52+00:00,37.26833333333333,True,"Audit prior answers to 17.113, 19.1 and 19.9 with retained evidence"
181b07cc9a13d2b143d5872cb8fa3f22568ed0c8,2026-09-12T10:37:16+00:00,2026-09-12T10:37:16+00:00,37.675,True,Prove sharp partial bounds for 17.118 with independent finite models
08b8e218fe1f70dd012abf5f5989116ffca154aa,2026-09-12T10:57:21+00:00,2026-09-12T10:57:21+00:00,38.00972222222222,True,Prove the nilpotent case of cyclic word coverage and audit prior sources
18fd353797fdfde84e982cafed6c3eca587f19e7,2026-09-12T11:17:58+00:00,2026-09-12T11:17:58+00:00,38.35333333333333,True,Audit 20.112 retained cases with independent maximal-chain certificates
42c828be8dce86619cd7177bbb890b3034012f9a,2026-09-12T11:38:10+00:00,2026-09-12T11:38:10+00:00,38.69,True,Record integral finiteness reductions and audit field-duality source scope
519fe8a65c6da15b6617c5eee75c8ea674b0a746,2026-09-12T12:01:44+00:00,2026-09-12T12:01:44+00:00,39.08277777777778,True,Audit 21.100 coprime actions with independent induced-character certificates
24eb5ec15c3c3c4b4592e4bf8d0dd390c23756e9,2026-09-12T12:30:02+00:00,2026-09-12T12:30:02+00:00,39.55444444444444,True,Certify 21.99 through degree 47 with independent generator-word proofs
2191f24d1a5bc8c8777a3b8f9062e9f5153e62a8,2026-09-12T12:44:38+00:00,2026-09-12T12:44:38+00:00,39.797777777777775,True,Reclassify 21.132 using the classical homogeneous radical theorem
83010dc10418db62e5c47dc6b9c0915be5772a4f,2026-09-12T13:13:08+00:00,2026-09-12T13:13:08+00:00,40.272777777777776,True,Prove a central-product theorem and derived-length-three examples for 21.114
2cf0a752ee4a51510d509213b777d704e4b89609,2026-09-12T13:31:06+00:00,2026-09-12T13:31:06+00:00,40.57222222222222,True,Prove 20.100 for n=7 with complete independently checked certificates
65ab2bac10bad1fd75abe85455ae36004ee3d914,2026-09-12T14:01:03+00:00,2026-09-12T14:01:03+00:00,41.07138888888889,True,Give a proper-power counterexample to Problem 11.115 with independent word checks
3a7915a224d3592716803f8bb7a4fc8449eaddda,2026-09-12T14:01:59+00:00,2026-09-12T14:01:59+00:00,41.08694444444444,True,Preserve the bounded ANUPQ feasibility probe for Problem 20.113
04912a871bf5cca60919855e7abb0ccce0595b57,2026-09-12T14:03:25+00:00,2026-09-12T14:03:25+00:00,41.11083333333333,True,Audit the stopped 20.113 probe and record its exact completion scope
91ab465fd457204a1deaf5342e1f8be62fa0bd3c,2026-09-12T14:31:41+00:00,2026-09-12T14:31:41+00:00,41.581944444444446,True,Prove a class-two refinement of 16.14 and reconcile its prior-result status
2db413ec15916c6a35ede7ee8b282ad24c788d8d,2026-09-12T15:05:03+00:00,2026-09-12T15:05:03+00:00,42.13805555555555,True,Prove 20.122 inclusion-minimal counterexample in soluble group of order 48
220b21f15aff97a83faad1790249eb7b3837e7de,2026-09-12T15:21:39+00:00,2026-09-12T15:21:39+00:00,42.414722222222224,True,Complete 20.122 with soluble minimum-order wreath counterexample
5fbc652c23e1c4462522c83a36c908616f11a6ac,2026-09-12T16:03:27+00:00,2026-09-12T16:03:27+00:00,43.11138888888889,True,Prove triangular and torsion-free cases of the almost Engel question
1aca201fbb422649afb84589c65bdba5309e6acf,2026-09-12T16:19:46+00:00,2026-09-12T16:19:46+00:00,43.38333333333333,True,Construct Rota-Baxter operators with commutator image in infinite rank
77f24f8450dccd95231f100444378e140dff267d,2026-09-12T16:46:45+00:00,2026-09-12T16:46:45+00:00,43.83305555555555,True,Verify metabelian and virtually abelian Engel-sink consequences
a300aa5485992fecc4d4b7f200c91e1e23c6f40c,2026-09-12T17:12:38+00:00,2026-09-12T17:12:38+00:00,44.26444444444444,True,Prove unbounded system-normalizer intersections for 17.39
7f1606dabd6f59251ec6d5e1508af0aac2a1494b,2026-09-12T17:49:49+00:00,2026-09-12T17:49:49+00:00,44.884166666666665,True,Prove almost Engel closure for characteristic-zero linear groups
60dcbfb4a64a80233629afee3568d599a4a68316,2026-09-12T18:20:31+00:00,2026-09-12T18:20:31+00:00,45.395833333333336,True,Prove the unit-parameter Engel criterion over infinite fields
77b1886612f5f4c9fc166666c14a23fa102b442d,2026-09-12T18:45:24+00:00,2026-09-12T18:45:24+00:00,45.81055555555555,True,Prove almost Engel closure under bounded finite-subgroup orders
f303c233f153b7f9b6bb575590ca15e5c1182438,2026-09-12T19:06:55+00:00,2026-09-12T19:06:55+00:00,46.16916666666667,True,Archive and audit the 46-candidate review handoff
bbaf36b1f96a26458f42808e63e97d999638b1d9,2026-09-12T19:24:39+00:00,2026-09-12T19:24:39+00:00,46.46472222222222,True,Review all 46 candidate scopes against fresh PDF excerpts
a6ff4b257962bce76a2617d18474ce255b2ebecf,2026-09-12T19:57:36+00:00,2026-09-12T19:57:36+00:00,47.013888888888886,True,Prove sharp exponent-two partial bounds for soluble p-Jordan groups
db45c67bb934dfed45559783f81ad97f4d207e2e,2026-09-12T20:04:41+00:00,2026-09-12T20:04:41+00:00,47.13194444444444,True,Compute an exact nonsoluble Jordan exponent with all two-factor subgroups verified
acba10301f8e2be86244ffd90e1c5b6279aa49c9,2026-09-12T20:16:36+00:00,2026-09-12T20:16:36+00:00,47.330555555555556,True,Preserve p-Jordan exponents under finite-index passage and finite p-kernels
8cd100d95be7bc7013c577a61297f4822963cf29,2026-09-12T20:20:35+00:00,2026-09-12T20:20:35+00:00,47.39694444444444,True,Prepare final research report and record selected proof rereads
4ffd8d9efc8d9bbdbcb4b21fa1bd1831da9605e3,2026-09-12T20:25:41+00:00,2026-09-12T20:25:41+00:00,47.481944444444444,True,Preserve Jordan exponents under finite normal quotients in the generalized class
da6ce3acf0861a81e52ceae89eda78b2623d17f7,2026-09-12T20:32:53+00:00,2026-09-12T20:32:53+00:00,47.60194444444444,True,Audit closeout evidence and archive required SmallGroups catalogue sources
b005df9c4b7d1ccf46fc6eb11f95b7f8d9264ec1,2026-09-12T20:43:26+00:00,2026-09-12T20:43:26+00:00,47.77777777777778,True,Record eight further candidate proof rereads before closeout
9625612675d4b0ec16b3cdda7843d0d32e4387e1,2026-09-12T20:45:35+00:00,2026-09-12T20:45:35+00:00,47.81361111111111,True,Review five further constructions and clarify the 20.90 proof links
0a11dba20f233d343f0977ba61c6d437ffb318fd,2026-09-12T20:49:29+00:00,2026-09-12T20:49:29+00:00,47.87861111111111,True,Prepare guarded final closeout and exact local archive commit
1b3e07d65b6a038c03cc34ae85d2afd7e28e5f19,2026-09-12T20:54:34+00:00,2026-09-12T20:54:34+00:00,47.96333333333333,True,Label the superseded 18.18 partial status during final closeout
cff2c37b9bf6b737e8ad5f7ead12291a551b5201,2026-09-12T20:57:02+00:00,2026-09-12T20:57:02+00:00,48.004444444444445,False,Close the 48-hour research window and archive the final review handoff
